Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ExperienceLevel,SalaryCategory,AgeGroup
33,0,2,654,1,5,3,1,1099,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,2,0,1
34,0,1,618,1,3,1,1,1103,1,1,45,3,2,0,4,2,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,3,0,1
25,1,2,1219,1,4,1,5,1106,4,1,32,3,1,2,4,1,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,3,2,0
28,1,1,1009,1,1,3,3,1111,1,1,45,2,1,2,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,1,1,1
50,1,1,959,2,1,4,4,1113,4,1,81,3,2,7,3,2,4728,17251,3,1,14,3,4,0,5,4,3,0,0,0,0,1,2,3
33,0,1,970,2,7,3,1,1114,4,0,30,3,2,7,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,2,2,1
52,0,2,994,1,7,4,1,1118,2,1,87,3,3,0,2,2,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,3,0,3
38,0,2,770,2,10,4,2,1119,3,1,73,2,3,7,3,0,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,3,0,2
38,0,2,130,2,2,2,2,1125,4,1,32,3,3,7,2,2,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,1,0,2
43,0,1,1082,1,27,3,1,1126,3,0,83,3,3,4,1,1,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,3,0,2
31,0,1,793,2,20,3,1,1135,3,1,67,4,1,8,4,1,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,1,1,1
28,0,2,1451,1,2,1,1,1136,1,1,67,2,1,6,2,1,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,2,1,1
35,0,1,1182,2,11,2,2,1137,4,1,54,3,2,7,4,0,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,2,2,1
49,0,2,174,2,8,4,5,1138,4,1,56,2,4,7,2,1,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,3,0,3
34,0,1,1003,1,2,2,1,1140,4,1,95,3,2,4,3,2,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,2,2,1
29,0,1,490,1,10,3,1,1143,4,0,61,3,1,6,2,0,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,3,1,1
42,0,2,188,1,29,3,3,1148,2,1,56,1,2,2,4,2,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,1,2,2
29,0,2,718,1,8,1,3,1150,2,1,79,2,2,4,4,1,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,3,2,1
38,0,2,433,0,1,3,0,1152,3,1,37,4,1,1,3,1,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,3,1,2
28,0,1,773,1,6,3,1,1154,3,1,39,2,1,6,3,0,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,2,1,1
33,1,2,603,2,9,4,2,1157,1,0,77,3,2,7,1,2,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,2,0,1
41,0,2,167,1,12,4,1,1158,2,1,46,3,1,2,4,1,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,1,2,2
37,0,2,367,1,25,2,3,1161,3,0,52,2,2,0,4,0,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,3,2,2
35,0,2,528,0,8,4,5,1164,3,1,100,3,1,1,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,2,2,1
29,1,2,408,2,23,1,1,1165,4,0,45,2,3,7,1,1,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,0,0,1
42,0,2,647,2,4,4,2,1171,2,1,45,3,2,7,1,2,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,3,2,2
35,0,2,982,1,1,4,3,1172,4,1,58,2,1,2,3,1,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,3,1,1
28,1,2,1485,1,12,1,1,1175,3,0,79,3,1,2,4,1,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,1,1,1
30,0,2,852,2,10,3,2,1179,3,1,72,2,2,7,3,1,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,3,0,1
40,0,1,902,1,26,2,3,1180,3,0,92,2,2,6,4,1,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,1,2,2
35,0,1,636,1,4,4,4,1185,4,1,47,2,1,2,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,1,1,1
43,1,2,1372,2,9,3,2,1188,1,0,85,1,2,7,3,2,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,2,2,2
45,0,2,1457,1,7,3,3,1195,1,0,83,3,1,6,3,1,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,2,2,2
37,0,2,977,1,1,3,1,1196,4,0,56,2,2,4,4,1,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,0,2,2
20,0,2,805,1,3,3,1,1198,1,1,87,2,1,2,3,2,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,1,1,0
44,1,2,1097,1,10,4,1,1200,3,1,96,3,1,6,3,2,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,3,1,2
29,0,2,942,1,15,1,1,1202,2,0,69,1,1,6,4,1,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,2,1,1
44,0,0,111,1,17,3,1,1206,4,1,74,1,1,6,3,2,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,1,1,2
33,0,2,147,0,2,3,0,1207,2,1,99,3,1,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,2,1,1
41,1,0,906,1,5,2,1,1210,1,1,95,2,1,6,1,0,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,1,1,2
24,1,2,984,1,17,2,1,1219,4,0,97,3,1,2,2,1,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,1,1,0
33,0,1,1146,2,25,3,3,1220,2,0,82,3,2,7,3,1,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,3,2,1
36,0,2,917,1,6,4,1,1221,3,1,60,1,1,2,3,0,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,3,1,2
20,0,2,654,2,21,3,2,1226,3,1,43,4,1,8,4,2,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,1,1,0
46,0,2,150,1,2,4,5,1228,4,1,60,3,2,4,4,0,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,3,0,3
42,0,0,179,0,2,5,3,1231,4,1,79,4,2,1,1,1,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,2,2,2
60,0,2,696,2,7,4,2,1233,2,1,52,4,2,7,4,0,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,0,2,3
32,0,1,1316,1,2,2,1,1235,4,0,38,3,2,6,3,2,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,3,2,1
40,0,2,107,2,10,3,5,1239,2,0,84,2,2,7,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,2,0,2
25,0,2,1356,2,10,4,1,1240,3,1,57,3,2,7,4,2,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,2,2,0
31,0,2,1332,1,11,2,3,1251,3,1,80,3,2,0,1,1,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,3,0,1
31,0,2,1062,1,24,3,3,1252,3,0,96,2,2,0,1,2,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,3,0,1
59,0,2,326,2,3,3,1,1254,3,0,48,2,2,7,4,2,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,3,2,3
36,0,1,469,1,3,3,5,1257,3,1,46,3,1,6,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,0,2,2
48,0,2,969,1,2,2,5,1258,4,1,76,4,1,2,2,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,1,1,3
29,0,2,1329,1,7,3,1,1260,3,1,82,3,2,0,4,0,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,3,0,1
29,0,2,694,1,1,3,1,1264,4,0,87,2,4,5,4,0,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,3,0,1
33,0,2,536,2,10,5,2,1268,4,1,82,4,3,7,3,0,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,3,0,1
19,0,2,265,1,25,3,1,1269,2,0,57,4,1,6,4,2,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,1,1,0
25,1,1,599,2,24,1,1,1273,3,1,73,1,1,8,4,2,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,1,1,0
34,0,2,131,2,2,3,2,1281,3,0,86,3,2,7,1,2,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,2,2,1
34,0,1,135,1,19,3,3,1285,3,0,46,3,2,2,2,0,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,0,2,1
28,0,1,791,1,1,4,3,1286,4,1,44,3,1,2,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,2,1,1
35,0,2,735,1,6,1,1,1291,3,1,66,3,1,6,3,1,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,2,1,1
42,0,2,603,1,7,4,3,1292,2,0,78,4,2,6,2,1,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,1,1,2
44,1,2,621,1,15,3,3,1295,1,0,73,3,3,0,4,1,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,3,0,2
28,0,1,193,1,2,3,1,1296,4,1,52,2,1,2,4,1,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,1,2,1
30,0,0,879,1,9,2,3,1298,3,0,72,3,2,4,3,2,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,3,2,1
28,0,2,640,1,1,3,5,1301,4,1,84,3,1,6,1,2,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,2,1,1
25,0,2,266,1,1,3,3,1303,4,0,40,3,1,6,2,2,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,1,1,0
32,0,2,604,2,8,3,3,1304,3,1,56,4,2,7,4,1,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,3,2,1
58,0,2,848,1,23,4,1,1308,1,1,88,3,1,6,3,0,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,1,1,3
32,1,2,1089,1,7,2,1,1309,4,1,79,3,2,2,3,1,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,3,2,1
39,1,2,360,1,23,3,3,1310,3,1,93,3,1,6,1,2,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,2,2,2
46,0,2,991,0,1,2,1,1314,4,0,44,3,1,1,1,2,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,3,1,3
40,1,2,299,2,25,4,2,1318,4,1,57,2,3,7,2,2,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,2,0,2
31,1,1,1060,2,1,3,1,1331,4,0,54,3,1,8,2,2,2302,8319,1,1,11,3,1,0,3,2,4,3,2,2,2,2,1,1
44,1,2,935,1,3,3,1,1333,1,1,89,3,1,2,1,1,2362,14669,4,0,12,3,3,0,10,4,4,3,2,1,2,2,1,2
41,0,1,1018,2,1,3,2,1349,3,0,66,3,2,7,1,0,4103,4297,0,0,17,3,4,1,10,2,3,9,3,1,7,3,2,2
35,0,1,482,1,4,4,1,1350,3,1,87,3,2,6,3,2,4249,2690,1,1,11,3,2,0,9,3,3,9,6,1,1,3,2,1
38,0,2,1009,2,2,2,1,1355,2,0,31,3,2,7,1,0,6893,19461,3,0,15,3,4,1,11,3,3,7,7,1,7,3,0,2
48,0,2,855,1,4,3,1,1363,4,1,54,3,3,4,4,2,7898,18706,1,0,11,3,3,0,11,2,3,10,9,0,8,3,0,3
27,0,2,1291,2,11,3,3,1364,3,0,98,4,1,8,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,1,1,1
31,1,1,703,2,2,3,1,1379,3,0,90,2,1,8,4,2,2785,11882,7,0,14,3,3,0,3,3,4,1,0,0,0,1,1,1
34,0,2,404,1,2,4,5,1383,3,0,98,3,2,0,4,2,6687,6163,1,0,11,3,4,0,14,2,4,14,11,4,11,0,0,1
39,0,2,1498,2,21,4,1,1390,1,1,44,2,2,7,4,1,6120,3567,3,1,12,3,4,2,8,2,4,5,4,1,4,2,2,2
41,0,1,1200,1,22,3,1,1392,4,0,75,3,2,6,4,0,5467,13953,3,1,14,3,1,2,12,4,2,6,2,3,3,3,2,2
37,0,2,1439,1,4,1,1,1394,3,1,54,3,1,6,3,1,2996,5182,7,1,15,3,4,0,8,2,3,6,4,1,3,3,1,2
33,0,1,1111,2,5,1,1,1395,2,1,61,3,2,7,4,1,9998,19293,6,0,13,3,1,0,8,2,4,5,4,1,2,2,0,1
25,0,2,1372,2,18,1,1,1399,1,1,93,4,2,7,3,1,6232,12477,2,0,11,3,2,0,6,3,2,3,2,1,2,2,2,0
27,0,2,205,2,10,3,2,1403,4,0,98,2,2,7,4,1,5769,7100,1,1,11,3,4,0,6,3,3,6,2,4,4,3,2,1
26,0,2,683,1,2,1,3,1407,1,1,36,2,1,6,4,2,3904,4050,0,0,12,3,4,0,5,2,3,4,3,1,1,2,2,1
35,0,1,200,1,18,2,1,1412,3,1,60,3,3,4,4,2,9362,19944,2,0,11,3,3,0,10,2,3,2,2,2,2,1,0,1
25,0,2,949,1,1,3,5,1415,1,1,81,3,1,2,4,1,3229,4910,4,0,11,3,2,1,7,2,2,3,2,0,2,2,1,0
26,0,2,652,1,7,3,4,1417,3,1,100,4,1,2,1,2,3578,23577,0,0,12,3,4,0,8,2,3,7,7,0,7,3,1,1
29,0,2,332,0,17,3,4,1419,2,1,51,2,3,1,1,2,7988,9769,1,0,13,3,1,0,10,3,2,10,9,0,9,3,0,1
36,0,2,1174,2,3,4,2,1425,1,0,99,3,2,7,2,2,9278,20763,3,1,16,3,4,0,15,3,3,5,4,0,1,2,0,2
31,1,1,667,2,1,4,1,1427,2,0,50,1,1,8,3,2,1359,16154,1,0,12,3,2,0,1,3,3,1,0,0,0,1,1,1
30,0,2,855,2,7,4,2,1428,4,0,73,3,2,7,1,0,4779,12761,7,0,14,3,2,2,8,3,3,3,2,0,2,2,2,1
31,0,2,182,1,8,5,1,1430,1,0,93,3,4,5,2,2,16422,8847,3,0,11,3,3,0,9,3,4,3,2,1,0,2,0,1
34,0,1,560,1,1,4,4,1431,4,1,91,3,1,6,1,0,2996,20284,5,0,14,3,3,2,10,2,3,4,3,1,3,2,1,1
31,1,2,202,1,8,3,1,1433,1,0,34,2,1,6,2,2,1261,22262,1,0,12,3,3,0,1,3,4,1,0,0,0,1,1,1
27,0,2,1377,1,11,1,1,1434,2,1,91,3,1,2,1,1,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,2,1,1
36,0,2,172,1,4,4,1,1435,1,1,37,2,2,2,4,2,5810,22604,1,0,16,3,3,0,10,2,2,10,4,1,8,3,2,2
36,0,2,329,2,16,4,2,1436,3,0,98,2,2,7,1,1,5647,13494,4,0,13,3,1,2,11,3,2,3,2,0,2,2,2,2
47,0,2,465,1,1,3,5,1438,1,1,74,3,1,6,4,1,3420,10205,7,0,12,3,3,1,17,2,2,6,5,1,2,3,1,3
25,1,2,383,2,9,2,1,1439,1,1,68,2,1,8,1,1,4400,15182,3,0,12,3,1,0,6,2,3,3,2,2,2,2,2,0
37,0,0,1413,1,5,2,5,1440,3,1,84,4,1,2,3,2,3500,25470,0,0,14,3,1,0,7,2,1,6,5,1,3,3,1,2
24,0,2,1476,2,4,1,3,1445,4,0,42,3,2,7,3,1,4162,15211,1,1,12,3,3,2,5,3,3,5,4,0,3,2,2,0
32,0,2,601,2,7,5,2,1446,4,1,97,3,2,7,4,1,9204,23343,4,0,12,3,3,1,7,3,2,4,3,0,3,2,0,1
34,0,2,401,1,1,3,1,1447,4,0,86,2,1,2,2,1,3294,3708,5,0,17,3,1,1,7,2,2,5,4,0,2,2,1,1
40,0,0,663,1,9,4,4,1449,3,1,81,3,2,2,3,0,3975,23099,3,0,11,3,3,2,11,2,4,8,7,0,7,3,2,2
31,1,1,1445,1,1,5,1,1459,3,0,100,4,3,4,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,3,0,1
31,1,1,523,1,2,3,1,1464,2,1,94,3,1,2,4,1,3722,21081,6,1,13,3,3,1,7,2,1,2,2,2,2,1,2,1
45,0,2,1448,1,29,3,5,1465,2,1,55,3,3,4,4,1,9380,14720,4,1,18,3,4,2,10,4,4,3,1,1,2,2,0,2
28,0,2,866,2,5,3,3,1469,4,1,84,3,2,7,1,2,8463,23490,0,0,18,3,4,0,6,4,3,5,4,1,3,2,0,1
40,0,2,896,1,2,3,3,1474,3,1,68,3,1,6,3,0,2345,8045,2,0,14,3,3,1,8,3,4,3,1,1,2,2,1,2
44,0,2,1467,1,20,3,1,1475,4,1,49,3,1,6,2,2,3420,21158,1,0,13,3,3,0,6,3,2,5,2,1,3,2,1,2
33,0,1,430,2,7,3,3,1477,4,1,54,3,2,7,1,1,4373,17456,0,0,14,3,1,2,5,2,3,4,3,0,3,2,2,1
30,0,2,1358,2,16,1,1,1479,4,1,96,3,2,7,3,1,5301,2939,8,0,15,3,3,2,4,2,2,2,1,2,2,1,2,1
42,0,1,748,1,9,2,3,1480,1,0,74,3,1,2,4,2,3673,16458,1,0,13,3,3,0,12,3,3,12,9,5,8,0,2,2
44,0,1,383,2,1,5,2,1481,1,0,79,3,2,7,3,1,4768,9282,7,0,12,3,3,1,11,4,2,1,0,0,0,1,2,2
30,0,0,990,1,7,3,5,1482,3,1,64,3,1,6,3,0,1274,7152,1,0,13,3,2,2,1,2,2,1,0,0,0,1,1,1
28,1,1,1496,2,1,3,5,1486,1,1,92,3,1,8,3,1,2909,15747,3,0,15,3,4,1,5,3,4,3,2,1,2,2,1,1
29,1,1,115,2,13,3,5,1487,1,0,51,3,2,7,2,2,5765,17485,5,0,11,3,1,0,7,4,1,5,3,0,0,2,2,1
35,0,2,660,2,7,1,1,1492,4,1,76,3,1,8,3,1,2404,16192,1,0,13,3,1,1,1,3,3,1,0,0,0,1,1,1
24,1,1,381,1,9,3,3,1494,2,1,89,3,1,2,1,2,3172,16998,2,1,11,3,3,0,4,2,2,0,0,0,0,1,1,0
24,0,0,830,2,13,2,1,1495,4,0,78,3,1,8,2,1,2033,7103,1,0,13,3,3,1,1,2,3,1,0,0,0,1,1,0
44,0,1,1193,1,2,1,3,1496,2,1,86,3,3,4,3,2,10209,19719,5,1,18,3,2,0,16,2,2,2,2,2,2,1,0,2
29,0,2,1246,2,19,3,1,1497,3,1,77,2,2,7,3,0,8620,23757,1,0,14,3,3,2,10,3,3,10,7,0,4,3,0,1
55,0,2,1229,1,4,4,1,1501,4,1,30,3,2,0,3,1,4035,16143,0,1,16,3,2,0,4,2,3,3,2,1,2,2,2,3
47,0,2,571,2,14,3,3,1503,3,0,78,3,2,7,3,1,4591,24200,3,1,17,3,3,1,11,4,2,5,4,1,2,2,2,3
28,1,1,289,1,2,2,3,1504,3,1,38,2,1,2,1,2,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,1,1,1
28,0,2,1423,1,1,3,1,1506,1,1,72,2,1,6,3,0,1563,12530,1,0,14,3,4,1,1,2,1,1,0,0,0,1,1,1
28,0,2,1083,1,29,1,1,1514,3,1,96,1,2,4,2,1,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7,3,0,1
29,1,2,224,1,1,4,5,1522,1,1,100,2,1,6,1,2,2362,7568,6,0,13,3,3,0,11,2,1,9,7,0,7,3,1,1
39,0,2,1089,1,6,3,1,1525,2,0,32,3,3,4,2,2,8376,9150,4,0,18,3,4,0,9,3,3,2,0,2,2,1,0,2
35,0,2,1029,1,16,3,1,1529,4,0,91,2,3,0,2,2,8606,21195,1,0,19,3,4,0,11,3,1,11,8,3,3,0,0,1
23,0,2,507,1,20,1,1,1533,1,1,97,3,2,2,3,2,2272,24812,0,0,14,3,2,0,5,2,3,4,3,1,2,2,1,0
40,1,2,676,1,9,4,1,1534,4,1,86,3,1,2,1,2,2018,21831,3,0,14,3,2,0,15,3,1,5,4,1,0,2,1,2
42,0,2,1210,1,2,3,3,1542,3,1,68,2,1,2,2,1,4841,24052,4,0,14,3,2,1,4,3,3,1,0,0,0,1,2,2
37,0,2,674,1,13,3,3,1543,1,1,47,3,2,6,4,1,4285,3031,1,0,17,3,1,0,10,2,3,10,8,3,7,3,2,2
29,0,2,441,1,8,1,4,1544,3,0,39,1,2,0,1,1,9715,7288,3,0,13,3,3,1,9,3,3,7,7,0,7,3,0,1
33,0,2,575,1,25,3,1,1545,4,1,44,2,2,4,2,2,4320,24152,1,0,13,3,4,0,5,2,3,5,3,0,2,2,2,1
33,0,2,589,1,28,4,1,1549,2,1,79,3,2,2,3,1,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,0,2,1
40,0,0,1142,1,8,2,1,1552,4,1,72,3,2,0,4,0,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,1,2,2
32,0,2,824,1,5,2,1,1555,4,0,67,2,2,6,2,1,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,3,2,1
29,0,2,598,1,9,3,1,1558,3,1,91,4,1,6,3,1,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,1,1,1
38,0,1,888,0,10,4,0,1563,3,1,71,3,2,1,3,1,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,3,2,2
35,0,2,992,1,1,3,3,1564,4,1,68,2,1,2,1,2,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,2,1,1
30,0,2,1288,2,29,4,5,1568,3,1,33,3,3,7,2,1,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,2,0,1
35,1,2,104,1,2,3,1,1569,1,0,69,3,1,2,1,0,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,1,1,1
38,1,2,903,1,2,3,3,1573,3,1,81,3,2,4,2,1,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,2,2,2
32,0,0,1200,1,1,4,5,1574,4,1,62,3,2,6,1,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,3,2,1
34,0,2,479,1,7,4,3,1577,1,1,35,3,1,6,4,2,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,1,1,1
29,0,2,1370,1,3,1,3,1586,2,1,87,3,1,2,1,2,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,3,2,1
35,0,2,670,1,10,4,3,1587,1,0,51,3,2,0,3,2,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,2,2,1
23,0,2,977,1,10,3,5,1592,4,1,45,4,1,6,3,1,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,1,1,0
36,0,1,1302,1,6,4,1,1594,1,1,80,4,2,2,1,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,2,2,2
40,0,2,118,2,14,2,1,1598,4,0,84,3,2,7,1,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,2,2,2
22,0,0,457,1,26,2,4,1605,2,0,85,2,1,6,3,1,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,2,1,0
32,0,2,634,1,5,4,4,1607,2,0,35,4,1,6,4,1,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,2,1,1
30,0,2,241,1,7,3,3,1609,2,1,48,2,1,6,2,1,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,3,1,1
45,0,2,1015,1,5,5,3,1611,3,0,50,1,2,2,1,2,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,3,2,2
45,0,0,336,2,26,3,2,1612,1,1,52,2,2,7,1,1,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,3,2,2
31,0,1,715,2,2,4,4,1613,4,1,54,3,2,7,1,2,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,2,2,1
49,0,2,722,1,25,4,1,1617,3,0,84,3,1,2,1,1,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,3,1,3
27,0,2,1302,1,19,3,4,1619,4,1,67,2,1,2,1,0,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,3,2,1
21,0,2,546,1,5,1,3,1623,3,1,97,3,1,6,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,1,1,0
18,1,1,544,2,3,2,3,1624,2,0,70,3,1,8,4,2,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,1,1,0
39,0,2,170,1,3,2,3,1627,3,1,76,2,2,2,3,0,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,3,1,2
39,0,1,711,1,4,3,3,1633,1,0,81,3,2,4,3,2,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,3,2,2
45,0,2,1329,1,2,2,4,1635,4,0,59,2,2,4,4,0,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,3,2,2
40,0,2,448,1,16,3,1,1641,3,0,84,3,3,4,4,2,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,2,0,2
44,0,1,602,0,1,5,0,1642,1,1,37,3,2,1,4,1,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,3,2,2
35,1,2,763,2,15,2,3,1645,1,1,59,1,2,7,4,0,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,1,2,1
24,0,1,567,1,2,1,5,1646,1,0,32,3,1,6,4,2,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,3,2,0
40,1,2,1329,1,7,3,1,1649,1,1,73,3,1,2,1,2,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,2,1,2
20,0,2,1141,2,2,3,3,1657,3,0,31,3,1,8,3,2,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,1,1,0
36,0,2,311,1,7,3,1,1659,1,1,77,3,1,2,2,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,2,1,2
38,0,1,1189,1,1,3,1,1668,4,1,90,3,2,6,4,1,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,0,2,2
29,0,2,991,2,5,3,3,1669,1,1,43,2,2,7,2,0,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,3,2,1
32,0,2,977,1,2,3,3,1671,4,1,45,3,2,6,2,0,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,3,2,1
31,0,2,1112,2,5,4,1,1673,1,0,67,3,2,7,4,1,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,3,2,1
49,0,2,464,1,16,3,3,1674,4,0,74,3,1,2,1,0,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,1,1,3
49,0,2,809,1,1,3,1,1677,3,1,36,3,4,3,3,2,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,3,0,3
41,0,2,1206,2,23,2,1,1678,4,1,80,3,3,7,3,2,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,1,0,2
